gID,gName,rDate,rAge,price,dlcCount
11100,Farm Tribe 2,2016-09-22,0,6.99,0
11101,Lost In Woods 2,2016-09-26,0,3.99,0
11102,Tracks of Triumph: Summertime,2016-09-19,0,3.99,0
11103,NEON Ultra,2016-09-30,0,0,0
11104,Turbo Pug 3D,2016-09-20,0,1.99,0
11105,Spin Rush,2016-09-16,0,0.99,0
11106,Oneiric Sculptures - Rodin,2016-09-20,0,4.99,0
11107,Golf Pro VR,2016-09-19,0,19.99,0
11108,Blanco,2017-05-26,0,0,0
11109,Bad ass babes,2016-09-16,0,9.99,0
11110,Omni Link,2016-10-17,0,0,0
11111,Robot Incursion,2016-09-13,0,19.99,0
11112,TEOT - The End OF Tomorrow,2016-09-26,0,0,0
11113,I Know a Tale,2016-09-20,0,0.99,0
11114,Chopper: Lethal darkness,2016-09-26,0,4.99,0
11115,Kyurinaga's Revenge,2016-10-25,0,0,0
11116,The Bellows: VR Demo,2016-09-13,0,0,0
11117,Disturbed,2016-10-03,0,0,0
11118,Beyond Power VR,2016-09-30,0,0,0
11119,ShowdownVR,2016-09-19,0,14.99,0
11120,Pixel-Warfare: Pro,2016-09-20,0,4.99,0
11121,The Planet of the Vicious Creatures,2016-10-05,0,0,1
11122,Requiescence,2016-09-22,0,9.99,0
11123,Aegis,2016-10-06,0,0,1
11124,mr.President Prologue Episode,2016-09-20,0,0.99,0
11125,Bubble Jungle,2016-09-26,0,4.99,0
11126,Solitaire Royale,2016-09-15,0,0,0
11127,Haydee,2016-09-26,0,14.99,0
11128,The Tower - Fantogame,2016-09-20,0,4.99,0
11129,Battles of Norghan,2016-09-26,0,9.99,1
11130,HEBEREKE!: March! Red Army Girls' Brigade,2016-09-30,0,0,0
11131,ShapeRockets,2016-10-28,0,0,0
11132,Rubek,2016-10-14,0,0,0
11133,Where's My What?,2016-09-27,0,4.99,0
11134,Guardian's Oath,2016-10-05,0,0,0
11135,Carton,2016-10-03,0,0,0
11136,Bloody Walls,2016-09-29,0,0,0
11137,VR Photo Viewer,2016-09-25,0,9.99,0
11138,Egg Time,2016-09-19,0,0,0
11139,The Walk,2016-09-23,0,4.99,0
11140,Finque,2016-09-20,0,1.99,0
11141,Iron Fish,2016-10-25,0,0,0
11142,Dark Parables: The Thief and the Tinderbox Collector's Edition,2016-09-22,0,13.99,0
11143,Shut Eye,2016-09-30,0,0,0
11144,Zia and the goddesses of magic,2016-09-26,0,5.99,0
11145,VoxreD,2016-09-30,0,0,0
11146,Think To Die,2016-09-22,0,0,1
11147,Torch Cave 2,2016-09-28,0,3.99,0
11148,Zombie Defense,2016-09-30,0,0,0
11149,EggK47,2016-09-30,0,0,0
11150,Offroad: VR,2016-09-30,0,0,0
11151,Defense of Egypt: Cleopatra Mission,2016-09-30,0,0,0
11152,Measurement Problem,2016-09-27,0,9.99,0
11153,Space Journey,2016-09-26,0,0,0
11154,Hacker Series,2016-09-30,0,0,0
11155,Arctic Trucker Simulator,2016-10-07,0,9.99,0
11156,Sid Meier's Civilization VI,2016-10-20,0,59.99,0
11157,Redirection,2016-10-24,0,7.99,0
11158,Xanadu Next,2016-11-03,0,0,0
11159,Oh My Gore!,2016-10-20,0,9.99,1
11160,Don't Knock Twice,2017-03-27,0,0,0
11161,Tales of Cosmos,2016-10-20,0,14.99,0
11162,Faceted Flight,2016-10-05,0,6.99,0
11163,Mafia III,2016-10-06,18,59.99,1
11164,Snake Cubed,2016-10-20,0,4.99,0
11165,MYTH,2016-10-28,0,0,0
11166,Hired Ops,2016-10-21,0,9.99,0
11167,The Beard in the Mirror,2016-10-25,0,11.99,0
11168,Memory's Dogma CODE:01,2016-11-04,0,0,0
11169,Nova Blitz,2016-10-25,0,0,0
11170,Chicka Wars | Chicken Meat,2016-10-20,0,1.99,0
11171,Endless Space 2,2016-10-06,0,29.99,0
11172,Take Command - 2nd Manassas,2016-10-28,0,0,0
11173,Stellar Overload,2016-10-11,0,19.99,1
11174,Rescue Love Revenge,2016-10-28,0,0,0
11175,Guided Meditation VR,2016-10-03,0,14.99,0
11176,Business Tour,2016-10-06,0,0,0
11177,Clustertruck,2016-09-27,0,14.99,1
11178,The Stanford Ocean Acidification Experience,2016-10-17,0,0,0
11179,Ginger: Beyond the Crystal,2016-10-25,0,14.99,0
11180,Criminal Girls: Invite Only,2017-01-11,0,0,0
11181,Bugspeed Collider,2016-10-05,0,4.99,0
11182,Tales,2016-11-14,0,0,0
11183,Subsistence,2016-10-25,0,13.99,0
11184,Draw Slasher,2016-10-13,0,5.99,0
11185,Rogue Singularity,2016-10-19,0,14.99,0
11186,Blockpocalypse,2016-10-05,0,9.99,0
11187,The Whisperer in Darkness,2016-10-18,0,2.99,0
11188,Heroes of the Seven Seas,2016-10-14,0,12.99,0
11189,Space Battle Core,2017-01-11,0,0,0
11190,A House of Many Doors,2017-02-03,0,0,0
11191,BLUE REVOLVER,2016-10-11,0,14.99,1
11192,Clouds & Sheep 2,2016-10-24,0,9.99,0
11193,The Stargazers,2016-11-04,0,0,0
11194,Happy Critters,2016-10-20,0,6.99,0
11195,Infinite Minigolf,2016-10-06,0,14.99,0
11196,LYDIA: SWEET DREAMS,2016-10-03,0,9.99,0
11197,Bad Caterpillar,2016-10-19,0,0.99,0
11198,Maneki's Curse,2016-10-26,0,0,0
11199,DinoOps,2016-10-05,0,1.99,0
11200,Trucker,2016-10-21,0,1.99,0
11201,Shadowverse,2016-10-26,0,0,0
11202,Secrets of Magic: The Book of Spells,2016-10-20,0,6.99,0
11203,Shift Orb,2016-11-01,0,0,0
11204,High Octane Drift,2016-10-14,0,0,0
11205,Winning Putt,2016-10-25,0,0,0
11206,Ghost Town Mine Ride & Shootin' Gallery,2016-10-28,0,0,0
11207,Bearslayer,2016-12-15,0,0,0
11208,Hindenburg VR,2016-10-17,0,12.99,0
11209,Allumette,2016-10-13,0,0,0
11210,Beglitched,2016-10-06,0,9.99,0
11211,Pre-Civilization Egypt,2016-10-10,0,8.99,0
11212,Runeyana,2016-10-20,0,7.99,0
11213,ARAYA,2016-11-23,0,0,0
11214,Hide & Spook: The Haunted Alchemist,2016-10-28,0,0,0
11215,Starship Titanic,2016-10-27,0,0,0
11216,Off-Peak,2016-10-21,0,0,1
11217,Rescuties! VR,2016-10-19,0,14.99,0
11218,Bambino Rally 3,2016-10-13,0,0,0
11219,Birdsketball,2016-10-08,0,4.99,0
11220,Space Jammers,2016-12-02,0,0,0
11221,CyberLink ActionDirector 2,2016-10-24,0,49.99,0
11222,SOMBRERO: Spaghetti Western Mayhem,2016-10-27,0,0,0
11223,Dorke and Ymp,2016-10-19,0,4.99,0
11224,Ashbourne,2016-11-24,0,0,0
11225,Slightly Magic - 8bit Legacy Edition,2016-09-29,0,5.99,3
11226,Yomawari: Night Alone,2016-10-25,0,19.99,2
11227,Hide and Shriek,2016-10-25,0,5.99,0
11228,GameCaptr - App-controlled recording & streaming,2016-10-13,0,24.99,1
11229,Stable Orbit,2016-10-14,0,14.99,0
11230,Adam Wolfe,2016-10-07,0,5.99,1
11231,Alveari,2016-10-10,0,14.99,0
11232,Campaign Clicker,2016-10-05,0,0,0
11233,Townsmen,2016-10-31,0,0,0
11234,Hat Trick Header,2016-10-04,0,9.99,0
11235,Taxi,2016-10-07,0,1.99,0
11236,Astral Heroes,2016-10-20,0,0,0
11237,The Golf Club VR,2016-10-19,0,24.99,0
11238,Glow,2016-10-14,0,4.99,0
11239,Wild Romance,2016-10-19,0,8.99,0
11240,City Car Driving,2016-11-03,0,0,0
11241,Green Ranch,2016-10-21,0,5.99,0
11242,Overdriven Reloaded,2016-10-07,0,8.99,0
11243,Senza Peso,2016-10-11,0,0,0
11244,The Challenge,2016-10-07,0,10.99,0
11245,MegaTagmension Blanc + Neptune VS Zombies,2016-10-03,13,29.99,1
11246,Golden Krone Hotel,2016-10-25,0,4.99,0
11247,Shards of Azuria,2016-10-12,0,4.99,0
11248,In The Shadow Of The Truth,2016-10-17,0,4.99,0
11249,Lost Socks: Naughty Brothers,2016-10-17,0,9.99,0
11250,Kisaragi no Hougyoku,2016-10-14,0,3.99,0
11251,White Noise 2,2016-10-27,0,0,0
11252,INVASION!,2016-10-12,0,0,0
11253,The Cooking Game,2016-10-21,0,9.99,0
11254,Detective Hayseed - Hollywood,2016-10-07,0,14.99,0
11255,Fables from the Den,2016-10-26,0,0,0
11256,Ghost Pursuit VR,2016-09-30,0,9.99,0
11257,Stream Buddy,2016-10-19,0,4.99,0
11258,Anyland,2016-10-06,0,11.99,0
11259,Shadows of Adam,2016-12-30,0,0,0
11260,Mr.President!,2016-10-10,18,4.99,0
11261,Treasure of a Blizzard,2016-10-06,0,14.99,0
11262,Scrap Garden - The Day Before,2016-10-07,0,0,0
11263,Mech Ace Combat Trainer,2016-12-30,0,0,0
11264,PostCollapse,2016-10-13,0,5.99,0
11265,Super Grav,2016-11-07,0,0,0
11266,Conflict of Heroes: Awakening the Bear,2016-10-25,0,29.99,2
11267,D: The Game,2016-10-27,0,0,0
11268,Eventide 2: The Sorcerers Mirror,2016-10-13,0,9.99,0
11269,The Shape Of Heart,2016-10-25,0,2.99,0
11270,Graveyard Shift,2016-10-20,0,2.99,0
11271,CrossWorlds: Escape,2016-10-12,0,14.99,0
11272,Malavision: The Origin,2016-10-17,0,9.99,0
11273,World of Golf,2016-10-06,0,14.99,0
11274,Gravity Shot,2016-11-09,0,0,0
11275,Avalon Legends Solitaire 2,2016-10-04,0,9.99,0
11276,ALICE VR,2016-10-27,0,0,3
11277,Hunger Dungeon,2016-10-05,0,0,1
11278,LUXIS,2016-10-26,0,0,0
11279,PooShooter: Toilet Invaders,2016-10-03,0,0,0
11280,Hate Free Heroes,2017-01-17,0,0,0
11281,BitMaster,2016-10-12,0,0.99,0
11282,Super Hop 'N' Bop ULTRA,2016-10-17,0,1.99,0
11283,Candy Thieves - Tale of Gnomes,2016-10-24,0,2.99,0
11284,Skynet Rising : Portal to the Past,2016-10-14,0,14.99,0
11285,My Summer Car,2016-10-24,0,14.99,0
11286,Rebound,2016-09-23,0,0,0
11287,Chimpact 1 - Chuck's Adventure,2016-11-11,0,0,0
11288,Accounting,2016-10-18,0,0,0
11289,Lone Leader,2016-10-28,0,0,0
11290,Flying Pengy,2016-11-01,0,0,0
11291,Climbey,2016-10-25,0,9.99,0
11292,LUMEN,2016-10-05,0,4.99,0
11293,Drive on Moscow,2016-10-27,0,0,0
11294,Kokurase,2016-11-03,0,0,0
11295,Zombie Birds First Encounter Halloween,2016-10-19,0,6.99,0
11296,King Machine,2016-11-02,0,0,0
11297,bOllO,2016-10-14,0,0.99,1
11298,Sakura Space,2016-10-10,0,9.99,0
11299,Lop Nor Zombie VR,2016-09-30,0,2.99,0
11300,RPG Maker VX,2016-10-20,0,39.99,0
11301,Bullet Sorrow VR,2016-11-10,0,0,0
11302,Loading Human,2016-10-14,0,39.99,0
11303,The Fishing Club 3D,2016-12-05,0,0,0
11304,How To Make Your Grandpa Happy,2016-10-25,0,0,0
11305,Polywings,2016-10-03,0,4.99,0
11306,Airship Commander,2016-10-06,0,9.99,0
11307,Tank Universal 2,2016-10-13,0,11.99,0
11308,Mahjong World Contest,2016-10-07,0,5.99,0
11309,Alice's Patchworks 2,2016-10-07,0,5.99,0
11310,zTime (Danger Noodles!),2016-10-24,0,4.99,0
11311,Unruly Ghouls,2016-10-19,0,9.99,0
11312,Wonder Boy Returns,2016-10-12,0,14.99,0
11313,Atomic Butcher: Homo Metabolicus,2016-10-21,0,12.99,1
11314,Yore VR,2016-10-24,0,19.99,0
11315,BANG BANG BANG!,2016-11-03,0,0,0
11316,Galaxy of Trian,2016-10-18,0,9.99,0
11317,Moonlit Mayhem,2016-10-05,0,4.99,0
11318,Doorways: Old Prototype,2016-10-05,0,0,1
11319,"Project ""Fire""",2016-10-01,0,0,0
11320,The Hateful Dead,2016-10-28,0,0,0
11321,Boxing Saga,2016-10-20,0,4.99,0
11322,hack_me,2016-11-02,0,0,0
11323,Janken Cards,2016-10-17,0,4.99,0
11324,DOPAMINE,2016-10-16,0,3.99,0
11325,Crown Champion: Legends of the Arena,2016-10-21,0,3.99,0
11326,Russian SuperHero Dead Ivan,2016-10-19,0,0.99,0
11327,Divergence: Year Zero,2016-10-20,0,29.99,0
11328,Destroyer,2016-10-19,0,9.99,0
11329,Solitaire Beach Season,2016-10-10,0,5.99,0
11330,Carpe Deal 'Em,2016-10-18,0,4.99,0
11331,VEGAS Pro 14 Edit Steam Edition,2016-09-30,0,399,0
11332,Soulless: Ray Of Hope,2016-10-18,0,9.99,0
11333,Elems,2016-10-27,0,0,0
11334,Cerdocornio,2016-10-12,0,0.99,0
11335,Shu,2016-10-04,0,11.99,1
11336,Twixel,2016-11-18,0,0,0
11337,Basketball Babe VR,2016-10-02,0,19.99,1
11338,Fine China,2016-10-21,0,0.99,0
11339,Violet Haunted,2016-10-21,0,1,0
11340,Awkward Dimensions Redux,2016-10-21,0,0,1
11341,Lazerbait,2016-10-13,0,0,0
11342,Crazy Sapper 3D,2016-10-25,0,0,0
11343,ALONE? - VR,2016-10-07,0,14.99,0
11344,Thread Studio,2016-09-29,0,0,0
11345,The Rabbit Hole,2016-10-11,0,3.99,0
11346,Game Character Hub: Portfolio Edition,2016-10-24,0,0,0
11347,ColecoVision Flashback,2016-10-07,0,19.99,0
11348,12 orbits,2016-10-24,0,1.99,0
11349,VR The Diner Duo,2016-11-03,0,0,0
11350,Eve of Destruction - REDUX,2016-09-29,0,19.99,0
11351,Blameless,2016-10-13,0,0,0
11352,Rogues or Heroes,2016-10-18,0,4.99,0
11353,Grave Matters,2016-10-28,0,0,0
11354,Sophie's Guardian,2016-10-21,0,8.99,0
11355,emoj.io,2016-10-14,0,0,10
11356,AIRHEART,2016-10-13,0,14.99,2
11357,Max Stern,2016-10-21,0,4.99,0
11358,The Art of Fight,2016-10-07,0,29.99,0
11359,POLYGOD,2016-10-13,0,9.99,0
11360,Hidden Dimensions 3,2016-10-12,0,0,1
11361,Corona Blossom Vol. 2 The Truth From Beyond,2016-10-27,0,0,1
11362,Bad Sector HDD,2016-10-14,0,0.99,0
11363,Dungeon Rats,2016-11-04,0,0,0
11364,The Miners,2016-10-04,0,5.99,0
11365,Rusty Lake: Roots,2016-10-20,0,2.99,0
11366,Lethal VR,2016-11-08,0,0,0
11367,Dark Train,2016-10-25,0,14.99,0
11368,Sweet Candy Mahjong,2016-09-29,0,4.99,0
11369,Exteria,2016-10-26,0,0,0
11370,CrazyFlies,2016-10-14,0,3.99,0
11371,Civil War: 1862,2016-10-06,0,9.99,0
11372,Hoyle Official Casino Games,2016-10-14,0,19.99,0
11373,Haunted Hotel,2016-10-21,0,6.99,0
11374,Phantasmat: Crucible Peak Collector's Edition,2016-10-19,0,12.99,0
11375,Wild Arena,2016-10-23,0,3.99,0
11376,Zup!,2016-10-04,0,0.99,1
11377,STARUSHKO LUB,2016-10-24,0,0.99,0
11378,The Writer: A Change Of Identity,2016-10-14,0,2.99,0
11379,Atonement 2: Ruptured by Despair,2016-10-18,0,5.99,0
11380,ReBoot,2016-10-19,0,2.99,0
11381,Battle Tank Armada,2016-09-29,0,4.99,0
11382,Scary Humans,2016-10-24,0,0,0
11383,Fast Action Hero,2016-10-03,0,11.99,0
11384,Ultimate Solid,2016-10-26,0,0,0
11385,MegaRats,2016-10-31,10,0,0
11386,Quell 4D,2016-10-14,0,19.99,0
11387,Cursed Castilla (Maldita Castilla EX),2016-10-20,0,11.99,0
11388,Arcade Artist,2016-10-19,0,8.99,0
11389,Let Hawaii Happen VR,2016-10-22,0,0,0
11390,Paradise Island VR,2016-09-30,0,4.99,0
11391,Tiger Knight: Empire War,2016-10-24,0,0,2
11392,Survival Kingdom,2016-10-13,0,2.99,0
11393,Pixvana SPIN Technology Preview,2016-10-06,0,0,0
11394,Tornuffalo,2016-10-13,0,0.99,0
11395,Icity,2016-10-19,0,18.99,0
11396,The Rise of Captain Longbeard,2016-10-19,0,19.99,0
11397,Super Ninja Hero VR,2016-10-27,0,0,0
11398,Pen Island VR,2016-10-14,0,7.99,0
11399,BUSTED!,2016-10-11,0,4.99,0
11400,Fire in the Goal,2016-10-28,0,0,0
11401,Climbtime,2016-10-19,0,0,0
11402,Chunky Orbits,2016-09-30,0,1.99,0
11403,Save Home,2016-09-30,0,8.99,0
11404,Super Happy Singh,2016-10-06,0,3.99,0
11405,Asteroid Blaster VR,2016-09-28,0,9.99,0
11406,Breathing Fear,2016-10-07,0,2.99,0
11407,CapitalShip:VR,2016-10-17,0,7.99,0
11408,WAR7,2016-10-21,0,0,0
11409,"A Fear Of Heights, And Other Things",2016-10-17,0,0.99,0
11410,Porno Studio Tycoon,2016-10-21,0,19.69,0
11411,Unforgiving Trials: The Space Crusade,2016-10-07,0,0.99,0
11412,Meow-Jong Solitaire,2016-11-03,0,0,0
11413,Cards of Cthulhu,2016-10-11,0,4.99,0
11414,Please State Your Name : A VR Animated Film,2016-11-07,0,0,0
11415,Siege Hammer,2016-10-06,0,0,0
11416,The Space Garden,2016-10-03,0,4.99,0
11417,Endless Room,2016-09-30,0,1.99,0
11418,Shining Plume,2016-10-14,0,1.99,0
11419,The Revenge of Johnny Bonasera,2016-11-01,0,0,0
11420,Magnetized,2016-10-16,0,2.99,0
11421,Marlene,2016-10-25,0,11.99,0
11422,Maze Sounds,2016-10-01,0,4.99,0
11423,Miniature - The Story Puzzle,2016-10-13,0,7.99,0
11424,BoomTown! Deluxe,2016-10-14,0,5.99,0
11425,FILE 9,2016-09-30,0,14.99,0
11426,Bric,2016-10-06,0,1.99,0
11427,Die for the Empire,2016-10-07,0,4.99,0
11428,Existence speed,2016-10-21,0,0.9,0
11429,JumpBall,2016-10-24,0,1.99,0
11430,Bridge to Nowhere,2016-10-04,0,0,0
11431,Octave,2016-10-18,0,4.99,0
11432,Arizona Rose and the Pirates' Riddles,2016-10-19,0,9.99,0
11433,Ballistic Protection,2016-10-12,0,0.99,0
11434,Supa Kila Monsta Hunta,2016-10-06,0,4.99,0
11435,Feel The Snow,2016-10-14,0,8.99,0
11436,Raging Titan,2016-10-16,0,4.99,0
11437,Chicken Chase,2016-10-05,0,2.99,0
11438,Remind Yourself,2016-10-18,0,15.99,0
11439,Shatter Quest,2016-10-11,0,14.99,0
11440,Party Golf,2016-10-26,0,0,0
11441,Help Me Doctor,2016-10-07,0,3.99,0
11442,Sleeping Valley,2016-10-08,0,3.99,0
11443,Staircase: VR,2016-10-06,0,0,0
11444,Plenty: Skyhearth,2016-10-20,0,0,0
11445,TV Trouble,2016-10-24,0,0,0
11446,Think To Die 2,2016-10-14,0,3.99,0
11447,My Mom is a Witch,2016-11-10,0,0,0
11448,Puzzle Cube,2016-10-11,0,2.99,0
11449,Racecar.io,2016-10-18,0,0,0
11450,Sakura Nova,2016-10-20,0,14.99,0
11451,Razortron 2000,2016-10-12,0,0.99,0
11452,Kombine,2016-10-14,0,0.99,0
11453,Final Quest II,2016-10-18,0,0.99,0
11454,Nature's Wrath VR,2016-10-19,0,9.99,0
11455,Fabulous - Angela's Fashion Fever,2016-10-19,0,19.99,0
11456,K-Rolik,2016-10-10,0,1.99,0
11457,GrottyScape,2016-10-06,0,1.99,0
11458,Epica,2016-10-07,0,9.99,0
11459,Starfighter Arduxim,2016-10-19,0,3.99,0
11460,Delicious! Pretty Girls Mahjong Solitaire,2016-10-14,0,0.99,0
11461,Tales of the Elements FC,2016-10-13,0,6.99,0
11462,Dawn of Warriors,2016-10-19,7,4.99,0
11463,Sorcery Is for Saps,2016-10-14,0,3.99,0
11464,Rose of Winter,2016-10-17,0,11.99,0
11465,Krampus,2016-10-18,0,4.99,0
11466,MC Lars: The Video Game,2016-10-14,0,4.99,0
11467,Galactic Adventures,2016-10-13,0,3.99,0
11468,Clickdraw Clicker,2016-10-14,0,0.99,0
11469,Hoverboards VR,2016-10-26,0,0,0
11470,Suppressed,2016-10-12,0,2.99,0
11471,Redrum: Dead Diary,2016-10-20,0,6.99,0
11472,The Frontier,2016-10-24,0,9.99,0
11473,RuinsCity_VR,2016-10-21,0,8.99,0
11474,Help,2016-10-13,0,2.99,0
11475,Lost in Reefs: Antarctic,2016-10-14,0,3.99,0
11476,RuneSage,2016-10-25,0,9.99,0
11477,Win Big Or Die,2016-10-13,0,0,0
11478,Edmersiv,2016-10-14,0,0,0
11479,Escape the Game: Intro,2016-10-13,0,0,1
11480,Slingshot people,2016-10-21,0,0.99,0
11481,Remaining in a dream,2016-10-15,0,0.99,0
11482,Plankton,2016-10-27,0,0,0
11483,OnTheFrontLine,2016-10-19,0,8.99,0
11484,Extreme Skiing VR,2016-10-24,0,7.99,0
11485,Super Puzzle Sisters,2016-10-17,0,7.99,0
11486,Mahsung Deluxe,2016-10-17,0,1.99,0
11487,Dessert Storm,2016-10-23,0,1.99,0
11488,Bubble Blowout,2016-10-24,0,1.99,0
11489,PIRATADO 1,2016-10-18,0,7.99,0
11490,Drift GEAR Racing Free,2016-10-21,0,0,0
11491,DemonicGuestVR,2016-10-17,0,1.99,0
11492,Pumpkin SculptrVR,2016-10-21,0,0,0
11493,Head It!: VR Soccer Heading Game,2016-10-19,0,5.99,0
11494,Guardian,2016-10-20,0,8.99,0
11495,Project: R.E.B.O.O.T,2016-10-28,0,0,0
11496,The Night The Carsons Disappeared,2016-10-24,0,1.99,0
11497,Catacomb Explorers,2016-10-22,0,0.99,0
11498,Pipejob,2016-10-15,0,7.99,0
11499,Monster Maze VR,2016-10-19,0,3.99,0
11500,Last Days,2016-10-20,0,6.99,0
11501,Cogito,2016-10-14,0,5.99,0
11502,Damned Cold,2016-10-25,0,7.99,0
11503,Altar Guardian,2016-10-24,0,1.99,0
11504,Mars Industries,2016-10-24,0,1.99,0
11505,Murder Mystery Adventure,2016-10-25,0,7.99,0
11506,Book Series - Alice in Wonderland,2016-11-04,0,0,0
11507,The Bellows,2016-10-21,0,9.99,0
11508,Potioneer: The VR Gardening Simulator,2016-10-20,0,0.99,0
11509,The Puppet Master,2016-10-21,0,0,0
11510,Escape Bloody Mary,2016-10-25,0,3.99,0
11511,21 Steps to Soul,2016-10-24,0,7.99,0
11512,Blood Ties,2016-10-21,0,1.99,0
11513,Professor Nasty Time: The Stupidly Unfair Test Simulator 2016,2016-10-25,0,2.99,1
11514,Hollow Bliss,2016-11-22,0,0,0
11515,Hover Hazard,2016-10-21,0,1.99,0
11516,Ghostdream,2016-10-24,0,5.99,0
11517,Shady Brook - A Dark Mystery Text Adventure,2016-10-24,0,3.99,0
11518,Hunting Unlimited 2011,2016-10-25,0,9.99,0
11519,Trip to Vinelands,2016-10-21,0,0.99,0
11520,Brief Karate Foolish,2016-11-18,0,0,0
11521,Sluggish Morss: Days of the Purple Sun,2016-10-21,0,0.99,0
11522,North Side,2016-10-31,0,0,0
11523,Vanguards,2016-10-28,0,0,0
11524,Halloween mysteries,2016-10-27,0,0,0
11525,Boo Breakers: The Ghostening,2016-10-25,0,4.99,0
11526,Across,2016-11-04,0,0,0
11527,Sorcerers of Kinetics (VR),2016-11-11,0,0,0
11528,Space Beret,2016-10-25,0,0.99,0
11529,Equin: The Lantern,2016-10-27,0,0,0
11530,Abode,2016-11-01,0,0,0
11531,Pixel Soccer,2017-06-01,0,0,0
11532,Project CARS - Pagani Edition,2016-10-28,0,0,0
11533,Stellar Stars,2016-11-11,0,0,0
11534,Battle Islands: Commanders,2016-11-03,0,0,0
11535,Asher,2016-10-31,0,0,0
11536,The Secret of Pineview Forest,2016-10-31,0,0,0
11537,A dragon girl looks up at the endless sky,2016-10-27,0,9.99,0
11538,Franchise Hockey Manager 3,2016-10-31,0,0,0
11539,Night in the Woods,2017-01-10,0,0,0
11540,The Wardrobe,2017-01-26,0,0,0
11541,Epic Flail,2016-11-01,0,0,0
11542,Death's Life,2016-10-26,0,5.99,0
11543,Carmageddon: Max Damage,2016-10-27,18,29.99,0
11544,Sceal,2016-10-26,0,4.99,0
11545,Ball of Wonder,2016-10-28,0,2.99,0
11546,CRAPPY ZOMBIE GAME,2016-10-28,0,4.99,0
11547,Elves vs Goblins Defender,2016-10-27,0,9.99,0
11548,Why is the Princess in a Magic Forest?!,2016-11-07,0,0,0
11549,Lost in Secular Love,2016-10-28,0,9.99,1
11550,ShotForge,2016-11-02,0,0,0
11551,Emergency 2017,2016-10-27,0,39.99,0
11552,Evil Orbs,2016-10-27,0,4.99,0
11553,"bob's game (puzzle game) from ""bob's game""",2016-10-28,0,0,0
11554,Manor of the Damned!,2016-10-27,0,0,0
11555,Behold!,2016-10-26,0,1.99,0
11556,Killing Zombies,2016-10-27,0,4.99,0
11557,Constricting Cubes,2016-10-28,0,9.99,0
11558,Defense Of Greece TD,2016-11-01,0,0,0
11559,Brumm,2016-11-01,0,0,0
11560,Dungeon of Doom Puzzle,2016-10-28,0,2.99,0
11561,HAUNTED: Halloween '85,2016-10-30,0,9.99,0
11562,Portal Key,2016-10-28,0,1.99,0
11563,Citalis,2016-11-03,0,0,0
11564,Nanomedix Inc,2016-10-27,0,0.99,0
11565,Imprisoned Light,2016-10-28,0,1.99,0
11566,Vulture Island,2016-10-31,0,4.99,0
11567,RunVR,2017-04-18,0,0,0
11568,Block Blowout,2016-10-26,0,1.99,0
11569,Balloon Blowout,2016-10-28,0,1.99,0
11570,Byte Family,2016-10-26,0,4.99,0
11571,Slap The Fly,2016-11-02,0,0,0
11572,Legend of Merchant,2016-10-28,0,1.99,0
11573,Zombie Exodus: Safe Haven,2016-10-28,0,4.99,1
11574,VRCapture,2016-10-31,0,0,0
11575,Organ Quarter Pre-Alpha Demo,2016-10-28,13,0,0
11576,Bedfellows FRENZY,2017-02-23,0,0,0
11577,"GO AWAY, THERE'S KUMIS OVER THERE!",2016-10-28,0,0.99,0
11578,Shiver: Poltergeist Collector's Edition,2016-10-28,0,12.99,0
11579,Redemption Cemetery: Bitter Frost Collector's Edition,2016-10-26,0,12.99,0
11580,Wild Animals - Animated Jigsaws,2016-11-07,0,0,0
11581,Gem Forge,2016-11-16,0,0,0
11582,The Journey VR,2016-10-28,0,0,0
11583,Craft Keep VR,2016-11-10,0,0,0
11584,Crispy Chicken,2016-11-02,0,0,0
11585,Heart and Seoul,2016-11-01,0,0,0
11586,Anomalies,2016-10-28,0,1.99,0
11587,Septic Savages,2016-11-01,0,0,0
11588,That's Mahjong!,2016-10-27,0,1.99,0
11589,Mosaic: Game of Gods,2016-10-31,0,4.99,0
11590,Apokalypsis,2016-11-07,0,0,0
11591,Darkness Ahead,2016-11-02,0,0,0
11592,Izanami's Dream Battle,2016-10-30,0,4.99,1
11593,Trump Simulator VR,2016-10-27,0,0.99,0
11594,Clown2Beat,2016-10-26,0,0,0
11595,Alien Invasion Tower Defense,2016-10-27,0,6.99,0
11596,Celestial Breach,2017-01-02,0,0,0
11597,Congresswolf,2016-10-28,0,3.99,0
11598,Wheely,2016-11-17,0,0,0
11599,One Sole Purpose,2017-03-07,0,0,0
11600,RunningJoe,2016-10-31,0,0,0
11601,ObserVR Beta,2016-10-26,0,0,0
11602,Fiber Twig: Midnight Puzzle,2016-10-26,0,2.99,0
11603,Charm Tale Quest,2016-10-27,0,2.99,0
11604,"What The Heck, Dude?",2016-11-02,0,0,0
11605,Dofus,2016-11-15,0,0,3
11606,Realms of Arkania: Star Trail,2016-11-11,0,24.99,0
11607,Call of Duty: Infinite Warfare,2016-11-03,17,59.99,1
11608,Radiation Island,2016-11-29,0,2.99,0
11609,Cloudphobia,2016-12-07,0,5.99,1
11610,Cyber Chicken,2016-11-23,0,14.99,2
11611,Google Earth VR,2016-11-16,0,0,0
11612,The Martian VR Experience,2016-11-15,0,19.99,0
11613,Stratus: Battle for the Sky,2016-12-02,0,15.99,0
11614,Star Trek: Starfleet Command Gold Edition,2016-11-22,0,5.99,0
